deck,deck-href,hero,card,rating
"Sjow's Hobo Lock","http://www.hearthpwn.com/decks/195049-sjows-hobo-lock","Warlock Cards","Lord Jaraxxus

× 1","+10"
"Kolento midrange","http://www.hearthpwn.com/decks/192701-kolento-midrange","Warlock Cards","Twilight Drake

× 2","+3"
"Xixo's Ranked Pirate","http://www.hearthpwn.com/decks/155033-xixos-ranked-pirate","Rogue Cards","Captain's Parrot

× 1","+3"
"[Legend] RYZEN’S OIL ROGUE","http://www.hearthpwn.com/decks/197304-legend-ryzens-oil-rogue","Rogue Cards","Sap

× 2","+4"
"[Legend EU] - Ramp Druid, no combo - s11","http://www.hearthpwn.com/decks/197720-legend-eu-ramp-druid-no-combo-s11","Druid Cards","Innervate

× 2","+6"
"Mech Attack of the very nasty smack you down until you are well and truly crushed beyond repair","http://www.hearthpwn.com/decks/142219-mech-attack-of-the-very-nasty-smack-you-down-until","Rogue Cards","Piloted Shredder

× 2","+48"
"[Updated] Justsaiyan legend demonlock","http://www.hearthpwn.com/decks/187686-updated-justsaiyan-legend-demonlock","Warlock Cards","Abusive Sergeant

× 1","+16"
"Reynad's Druid - Battle of the Best #3 (#1 - 2015)","http://www.hearthpwn.com/decks/187002-reynads-druid-battle-of-the-best-3-1-2015","Druid Cards","Ancient of Lore

× 2","+3"
"(STRONG LANGUAGE) FUCK YOU MECH MAGE","http://www.hearthpwn.com/decks/187357-strong-language-fuck-you-mech-mage","Warrior Cards","Execute

× 2","+7"
"Randuin Wrynn the RNG Prophet (GvG)","http://www.hearthpwn.com/decks/142054-randuin-wrynn-the-rng-prophet-gvg","Priest Cards","Nat Pagle

× 1","+4"
"Revival of Secret Mage","http://www.hearthpwn.com/decks/131328-revival-of-secret-mage","Mage Cards","Azure Drake

× 1","+3"
"[Brodos] Georgec's Legendary GvG Miracle Rogue","http://www.hearthpwn.com/decks/157900-brodos-georgecs-legendary-gvg-miracle-rogue","Rogue Cards","Zombie Chow

× 1","+10"
"[Tesla] Oil Rogue","http://www.hearthpwn.com/decks/186148-tesla-oil-rogue","Rogue Cards","Earthen Ring Farseer

× 2","+206"
"Real Control Hunter (The Secret Way of Victory)","http://www.hearthpwn.com/decks/192028-real-control-hunter-the-secret-way-of-victory","Hunter Cards","Kezan Mystic

× 1","+13"
"[LEGEND] Shredder Druid 3.0","http://www.hearthpwn.com/decks/146163-legend-shredder-druid-3-0","Druid Cards","Piloted Sky Golem

× 1","+6"
"Insane oil addict","http://www.hearthpwn.com/decks/196522-insane-oil-addict","Rogue Cards","Antique Healbot

× 1","+3"
"trump paladin","http://www.hearthpwn.com/decks/200848-trump-paladin","Paladin Cards","Kezan Mystic

× 1","+4"
"SilentStorm's Druid - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200779-silentstorms-druid-esl-legendary-series-winter","Druid Cards","Piloted Shredder

× 2","+4"
"GvG Control Warrior","http://www.hearthpwn.com/decks/124839-gvg-control-warrior","Warrior Cards","Baron Geddon

× 1","+3"
"[Legend] High winrate Midrange Paladin","http://www.hearthpwn.com/decks/201235-legend-high-winrate-midrange-paladin","Paladin Cards","Coghammer

× 1","+4"
"DeathRattle Shaman [Curse of Naxxramas]","http://www.hearthpwn.com/decks/44169-deathrattle-shaman-curse-of-naxxramas","Shaman Cards","Ancestral Spirit

× 2","+22"
"Kel'Thuzad for the win","http://www.hearthpwn.com/decks/165475-kelthuzad-for-the-win","Warrior Cards","Faceless Manipulator

× 1","+3"
"GvG Floating Deathrattle Zoo","http://www.hearthpwn.com/decks/148610-gvg-floating-deathrattle-zoo","Warlock Cards","Baron Rivendare

× 1","+4"
"Zoo. Rip Undertaker","http://www.hearthpwn.com/decks/181008-zoo-rip-undertaker","Warlock Cards","Nerubian Egg

× 2","+137"
"My take on Randuin Wrynn.","http://www.hearthpwn.com/decks/157447-my-take-on-randuin-wrynn","Priest Cards","Sneed's Old Shredder

× 1","+3"
"[GUIDE] Feeling Comfortable - How To Make the Oil Rogue Suit Your Style","http://www.hearthpwn.com/decks/200948-guide-feeling-comfortable-how-to-make-the-oil","Rogue Cards","Tinker's Sharpsword Oil

× 2","+142"
"[Spark] Battle Master (S10)","http://www.hearthpwn.com/decks/149350-spark-battle-master-s10","Paladin Cards","Piloted Shredder

× 2","+246"
"Kel'Thuzad for the win","http://www.hearthpwn.com/decks/165475-kelthuzad-for-the-win","Warrior Cards","Shield Block

× 2","+3"
"Mechhobber Lock Deck","http://www.hearthpwn.com/decks/190317-mechhobber-lock-deck","Warlock Cards","Flying Machine

× 2","+5"
"[S11 #79 Legend EU] Dedicated Control Mage","http://www.hearthpwn.com/decks/197784-s11-79-legend-eu-dedicated-control-mage","Mage Cards","Mind Control Tech

× 1","+4"
"Echoing Apprentice Miracle Mage (Infinite Fireballs!) **Updated**","http://www.hearthpwn.com/decks/143648-echoing-apprentice-miracle-mage-infinite-fireballs","Mage Cards","Archmage Antonidas

× 1","+8"
"Frabege's Legendary Taunty Druid 2.0","http://www.hearthpwn.com/decks/193146-frabeges-legendary-taunty-druid-2-0","Druid Cards","Big Game Hunter

× 1","+9"
"(Noobsafei) AggroColtrol! mech!","http://www.hearthpwn.com/decks/194404-noobsafei-aggrocoltrol-mech","Priest Cards","Cabal Shadow Priest

× 1","+6"
"Midrange Hunter [Legend S10]","http://www.hearthpwn.com/decks/106727-midrange-hunter-legend-s10","Hunter Cards","Ironbeak Owl

× 2","+3"
"Reliable face","http://www.hearthpwn.com/decks/198326-reliable-face","Hunter Cards","Explosive Trap

× 1","+4"
"Nicadin aka Palinator","http://www.hearthpwn.com/decks/93713-nicadin-aka-palinator","Paladin Cards","Shielded Minibot

× 2","+7"
"Freeze mage Magicamy [75% mage winrate ESL] with 2 ice block [RUSSIAN COMMENTS]","http://www.hearthpwn.com/decks/161283-freeze-mage-magicamy-75-mage-winrate-esl-with-2","Mage Cards","Fireball

× 2","+15"
"[Public] Growth Shaman v1.3","http://www.hearthpwn.com/decks/110398-public-growth-shaman-v1-3","Shaman Cards","Windfury

× 1","+4"
"GvG Shadow Priest","http://www.hearthpwn.com/decks/133239-gvg-shadow-priest","Priest Cards","Sylvanas Windrunner

× 1","+3"
"Legend Combo Druid, Great against current Meta","http://www.hearthpwn.com/decks/197516-legend-combo-druid-great-against-current-meta","Druid Cards","Wrath

× 2","+19"
"Overly attached Pally","http://www.hearthpwn.com/decks/200571-overly-attached-pally","Paladin Cards","Mind Control Tech

× 1","+6"
"Reynad's Rogue - Battle of the Best #3 (#1 - 2015)","http://www.hearthpwn.com/decks/187000-reynads-rogue-battle-of-the-best-3-1-2015","Rogue Cards","SI:7 Agent

× 2","+6"
"Darkwonyx ESL Legendary Series Token Druid","http://www.hearthpwn.com/decks/200044-darkwonyx-esl-legendary-series-token-druid","Druid Cards","Dr. Boom

× 1","+3"
"[LEGEND] QuietPenguin's MechMage! Legend with 75% Win Rate! Post Undertaker Nerf!","http://www.hearthpwn.com/decks/184403-legend-quietpenguins-mechmage-legend-with-75-win","Mage Cards","Loatheb

× 1","+122"
"SilentStorm's Shaman - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200778-silentstorms-shaman-esl-legendary-series-winter","Shaman Cards","Feral Spirit

× 1","+6"
"[Legend] Badmanis Midrange Hunter","http://www.hearthpwn.com/decks/201880-legend-badmanis-midrange-hunter","Hunter Cards","Ironbeak Owl

× 1","+4"
"14 + x = Lethal","http://www.hearthpwn.com/decks/160893-14-x-lethal","Druid Cards","Wild Growth

× 2","+3"
"RNG Mage - 80% Winrate","http://www.hearthpwn.com/decks/181034-rng-mage-80-winrate","Mage Cards","Annoy-o-Tron

× 2","+3"
"[Tesla] Oil Rogue","http://www.hearthpwn.com/decks/186148-tesla-oil-rogue","Rogue Cards","Backstab

× 2","+206"
"Cancer Face Rogue","http://www.hearthpwn.com/decks/200830-cancer-face-rogue","Rogue Cards","Ironbeak Owl

× 1","+10"
"Thaddius crushing ranks!","http://www.hearthpwn.com/decks/191347-thaddius-crushing-ranks","Warlock Cards","Darkbomb

× 2","+9"
"Salt mage [by LLL.Eindboas]","http://www.hearthpwn.com/decks/143823-salt-mage-by-lll-eindboas","Mage Cards","Unstable Ghoul

× 1","+76"
"Double Combo Druid","http://www.hearthpwn.com/decks/106813-double-combo-druid","Druid Cards","Savage Roar

× 2","+3"
"Freeze mage Magicamy [75% mage winrate ESL] with 2 ice block [RUSSIAN COMMENTS]","http://www.hearthpwn.com/decks/161283-freeze-mage-magicamy-75-mage-winrate-esl-with-2","Mage Cards","Ice Lance

× 2","+15"
"(Legend) Strifrecro Control","http://www.hearthpwn.com/decks/198868-legend-strifrecro-control","Paladin Cards","Sylvanas Windrunner

× 1","+13"
"Mech Mage Season 10 Legend #31 NA","http://www.hearthpwn.com/decks/156858-mech-mage-season-10-legend-31-na","Mage Cards","Clockwork Gnome

× 2","+143"
"[S11 Legend] Extra Mustard!!!","http://www.hearthpwn.com/decks/199370-s11-legend-extra-mustard","Paladin Cards","Coghammer

× 1","+4"
"QuietPenguin's Handlock! Updated DAILY with Statistics and Gameplay Videos!","http://www.hearthpwn.com/decks/194248-quietpenguins-handlock-updated-daily-with","Warlock Cards","Antique Healbot

× 2","+77"
"Zoo. Rip Undertaker","http://www.hearthpwn.com/decks/181008-zoo-rip-undertaker","Warlock Cards","Haunted Creeper

× 2","+137"
"[EU][LEGEND]Face Toshley Ramp","http://www.hearthpwn.com/decks/188041-eu-legend-face-toshley-ramp","Druid Cards","Cenarius

× 1","+7"
"QuietPenguin's Handlock! Updated DAILY with Statistics and Gameplay Videos!","http://www.hearthpwn.com/decks/194248-quietpenguins-handlock-updated-daily-with","Warlock Cards","Ironbeak Owl

× 2","+77"
"SenX Hunter 1.0","http://www.hearthpwn.com/decks/197950-senx-hunter-1-0","Hunter Cards","Unleash the Hounds

× 2","+6"
"Dragon's Prophecy (Shadowform/Competitive)","http://www.hearthpwn.com/decks/159352-dragons-prophecy-shadowform-competitive","Priest Cards","Dark Cultist

× 2","+11"
"GvG Control Priest","http://www.hearthpwn.com/decks/183687-gvg-control-priest","Priest Cards","Thoughtsteal

× 2","+4"
"[GvG Update!] Vernitrax's Heroic Kel'Thuzad Budget Priest","http://www.hearthpwn.com/decks/92627-gvg-update-vernitraxs-heroic-kelthuzad-budget","Priest Cards","Inner Fire

× 2","+241"
"Legend Freeze Mage GVG","http://www.hearthpwn.com/decks/153572-legend-freeze-mage-gvg","Mage Cards","Cone of Cold

× 1","+16"
"[Brodos] Midrange Mech Shaman","http://www.hearthpwn.com/decks/186716-brodos-midrange-mech-shaman","Shaman Cards","Dr. Boom

× 1","+25"
"ThijsNL's The Synergy - Battle of the Best #3 (#1 - 2015)","http://www.hearthpwn.com/decks/187008-thijsnls-the-synergy-battle-of-the-best-3-1-2015","Mage Cards","Goblin Blastmage

× 2","+3"
"RNG Mage - 80% Winrate","http://www.hearthpwn.com/decks/181034-rng-mage-80-winrate","Mage Cards","Mechwarper

× 1","+3"
"TOP 16 ESL #3 Europe VS China Qualifier Thufull Combo Druid","http://www.hearthpwn.com/decks/192480-top-16-esl-3-europe-vs-china-qualifier-thufull","Druid Cards","Wild Growth

× 2","+5"
"MillDruid w/ Tutorial","http://www.hearthpwn.com/decks/185027-milldruid-w-tutorial","Druid Cards","Keeper of the Grove

× 2","+6"
"The Archive (2)","http://www.hearthpwn.com/decks/196544-the-archive-2","Mage Cards","Spider Tank

× 2","+3"
"murloc shaman deck","http://www.hearthpwn.com/decks/152556-murloc-shaman-deck","Shaman Cards","Coldlight Seer

× 1","+3"
"arena priest","http://www.hearthpwn.com/decks/196195-arena-priest","Priest Cards","Kel'Thuzad

× 1","+3"
"[LEGEND] Savjz Paladin","http://www.hearthpwn.com/decks/189952-legend-savjz-paladin","Paladin Cards","Dr. Boom

× 1","+4"
"GvG Control Priest","http://www.hearthpwn.com/decks/183687-gvg-control-priest","Priest Cards","Shadow Madness

× 2","+4"
"Spell Rogue Fast Climb","http://www.hearthpwn.com/decks/190303-spell-rogue-fast-climb","Rogue Cards","Backstab

× 2","+7"
"No Rhyme Or Reason","http://www.hearthpwn.com/decks/200889-no-rhyme-or-reason","null","Deathlord

× 1","+3"
"[Spark] Legendeath (S5 + GvG Update)","http://www.hearthpwn.com/decks/89449-spark-legendeath-s5-gvg-update","Rogue Cards","Deadly Poison

× 2","+180"
"Ramp","http://www.hearthpwn.com/decks/157290-ramp","Druid Cards","Kel'Thuzad

× 1","+3"
"Malfurion Savagestorm","http://www.hearthpwn.com/decks/203406-malfurion-savagestorm","Druid Cards","Loatheb

× 1","+2"
"*LEGEND* Emailsupport's very slow Control Pally","http://www.hearthpwn.com/decks/193227-legend-emailsupports-very-slow-control-pally","Paladin Cards","Dr. Boom

× 1","+6"
"Taunted Shadow","http://www.hearthpwn.com/decks/150057-taunted-shadow","Priest Cards","Lightbomb

× 2","+3"
"Bye, Dear Deathwing","http://www.hearthpwn.com/decks/187203-bye-dear-deathwing","Druid Cards","Sylvanas Windrunner

× 1","+3"
"Resurrection of DeadFaith Tempo Priest Full Deck Guide","http://www.hearthpwn.com/decks/163068-resurrection-of-deadfaith-tempo-priest-full-deck","Priest Cards","Dr. Boom

× 1","+30"
"Anti agro legend druid","http://www.hearthpwn.com/decks/183780-anti-agro-legend-druid","Druid Cards","Mind Control Tech

× 1","+3"
"Giordy's Ultimate Midrange Hunter","http://www.hearthpwn.com/decks/184979-giordys-ultimate-midrange-hunter","Hunter Cards","Sludge Belcher

× 2","+3"
"Zalae's Warrior - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200771-zalaes-warrior-esl-legendary-series-winter-2014","Warrior Cards","Execute

× 1","+4"
"Whammy Shammy Easy Climb","http://www.hearthpwn.com/decks/161446-whammy-shammy-easy-climb","Shaman Cards","Al'Akir the Windlord

× 1","+41"
"Randuin Wrynn the RNG Prophet (GvG)","http://www.hearthpwn.com/decks/142054-randuin-wrynn-the-rng-prophet-gvg","Priest Cards","Tinkmaster Overspark

× 1","+4"
"Mecho my Echo (post UT nerf)","http://www.hearthpwn.com/decks/183927-mecho-my-echo-post-ut-nerf","Mage Cards","Flamestrike

× 1","+19"
"GvG Control Warrior","http://www.hearthpwn.com/decks/124839-gvg-control-warrior","Warrior Cards","Sludge Belcher

× 2","+3"
"New Age Hobgoblin Zoo (Updated Daily)","http://www.hearthpwn.com/decks/200016-new-age-hobgoblin-zoo-updated-daily","Warlock Cards","Knife Juggler

× 2","+16"
"Trump legend shaman deck","http://www.hearthpwn.com/decks/197697-trump-legend-shaman-deck","Shaman Cards","Zombie Chow

× 1","+5"
"Oil v2","http://www.hearthpwn.com/decks/200802-oil-v2","Rogue Cards","Bloodmage Thalnos

× 1","+4"
"Grinder Mage","http://www.hearthpwn.com/decks/174793-grinder-mage","Mage Cards","Antique Healbot

× 2","+13"
"Cheese Priest","http://www.hearthpwn.com/decks/200849-cheese-priest","Priest Cards","Velen's Chosen

× 2","+4"
"My mechmage. from 25 to 8 rank in 2hours.","http://www.hearthpwn.com/decks/193640-my-mechmage-from-25-to-8-rank-in-2hours","Mage Cards","Goblin Blastmage

× 2","+4"
"Sjow's Hobo Lock","http://www.hearthpwn.com/decks/195049-sjows-hobo-lock","Warlock Cards","Blood Knight

× 2","+10"
"<Spices> Zoo lock [no undertaker]","http://www.hearthpwn.com/decks/154517-spices-zoo-lock-no-undertaker","Warlock Cards","Defender of Argus

× 1","+5"
"Potamia's Freeze Mage (Español)","http://www.hearthpwn.com/decks/182471-potamias-freeze-mage-espanol","Mage Cards","Ice Lance

× 2","+3"
"Nature Madness v1","http://www.hearthpwn.com/decks/138420-nature-madness-v1","Druid Cards","Cenarius

× 1","+7"
"Rebirth - The ultimate FUN and EFFICIENT deck","http://www.hearthpwn.com/decks/174537-rebirth-the-ultimate-fun-and-efficient-deck","Shaman Cards","Hex

× 1","+76"
"Rogue Without Naxxramas","http://www.hearthpwn.com/decks/156574-rogue-without-naxxramas","Rogue Cards","Eviscerate

× 2","+4"
"Combo Lock","http://www.hearthpwn.com/decks/173435-combo-lock","Warlock Cards","Sylvanas Windrunner

× 1","+9"
"[Brodos] Georgec's Legendary GvG Miracle Rogue","http://www.hearthpwn.com/decks/157900-brodos-georgecs-legendary-gvg-miracle-rogue","Rogue Cards","Azure Drake

× 2","+10"
"[BobtastiC] JuggerMill V2","http://www.hearthpwn.com/decks/197436-bobtastic-juggermill-v2","Warrior Cards","Armorsmith

× 2","+8"
"Rebirth - The ultimate FUN and EFFICIENT deck","http://www.hearthpwn.com/decks/174537-rebirth-the-ultimate-fun-and-efficient-deck","Shaman Cards","Azure Drake

× 2","+76"
"Oil Rogue(LEGEND)","http://www.hearthpwn.com/decks/185682-oil-rogue-legend","Rogue Cards","Loatheb

× 1","+20"
"Legend GvG Shaman [20/2/15]","http://www.hearthpwn.com/decks/168812-legend-gvg-shaman-20-2-15","Shaman Cards","Harvest Golem

× 1","+5"
"Bolvar´s Giant Army [Rank 5 + Guide]","http://www.hearthpwn.com/decks/184065-bolvar-s-giant-army-rank-5-guide","Paladin Cards","Quartermaster

× 1","+4"
"[GvG Update!] Vernitrax's Heroic Kel'Thuzad Budget Priest","http://www.hearthpwn.com/decks/92627-gvg-update-vernitraxs-heroic-kelthuzad-budget","Priest Cards","Silence

× 2","+241"
"Nature Madness v1","http://www.hearthpwn.com/decks/138420-nature-madness-v1","Druid Cards","Keeper of the Grove

× 2","+7"
"Trump Teachings Mage","http://www.hearthpwn.com/decks/190763-trump-teachings-mage","Mage Cards","Acidic Swamp Ooze

× 2","+4"
"[UPDATED][LumaLapis] Tempo Ooze Shaman","http://www.hearthpwn.com/decks/187227-updated-lumalapis-tempo-ooze-shaman","Shaman Cards","Loatheb

× 1","+11"
"[Spark] Tempo Miracle (S10)","http://www.hearthpwn.com/decks/154662-spark-tempo-miracle-s10","Rogue Cards","Earthen Ring Farseer

× 2","+76"
"[Prince Tyiron] Mech Mages DO NOT stand a chance","http://www.hearthpwn.com/decks/197663-prince-tyiron-mech-mages-do-not-stand-a-chance","Hunter Cards","Antique Healbot

× 2","+5"
"OTK Warrior","http://www.hearthpwn.com/decks/191317-otk-warrior","Warrior Cards","Fiery War Axe

× 2","+3"
"[Legend] High winrate Midrange Paladin","http://www.hearthpwn.com/decks/201235-legend-high-winrate-midrange-paladin","Paladin Cards","Big Game Hunter

× 1","+4"
"#1 NA&EU: Zetalot's Priest","http://www.hearthpwn.com/decks/197551-1-na-eu-zetalots-priest","Priest Cards","Zombie Chow

× 2","+9"
"#Forsen #Handlock #GVG","http://www.hearthpwn.com/decks/121450-forsen-handlock-gvg","Warlock Cards","Mountain Giant

× 2","+7"
"OTK Wombolock 2.0","http://www.hearthpwn.com/decks/184350-otk-wombolock-2-0","Warlock Cards","Mortal Coil

× 2","+29"
"[Demonlock] Your Flesh falls, your soul bows to me!","http://www.hearthpwn.com/decks/201068-demonlock-your-flesh-falls-your-soul-bows-to-me","Warlock Cards","Illidan Stormrage

× 1","+3"
"GvG Secret Mage (Cheap to craft but good)","http://www.hearthpwn.com/decks/119218-gvg-secret-mage-cheap-to-craft-but-good","Mage Cards","Frostbolt

× 2","+3"
"Decks For Fun: Hobgopriest","http://www.hearthpwn.com/decks/201925-decks-for-fun-hobgopriest","Priest Cards","Shadow Word: Pain

× 1","+3"
"Modern Anti-Aggro Midrange Druid","http://www.hearthpwn.com/decks/141568-modern-anti-aggro-midrange-druid","Druid Cards","Savage Roar

× 1","+4"
"The Dragon Returns","http://www.hearthpwn.com/decks/176341-the-dragon-returns","Druid Cards","Druid of the Claw

× 2","+6"
"Feign Death Hunter Thaddius Deck","http://www.hearthpwn.com/decks/172820-feign-death-hunter-thaddius-deck","Hunter Cards","Kel'Thuzad

× 1","+5"
"February Control Pally (70% Win Rate)","http://www.hearthpwn.com/decks/186169-february-control-pally-70-win-rate","Paladin Cards","Truesilver Champion

× 2","+4"
"[S12] Hybrid Token-Combo","http://www.hearthpwn.com/decks/194603-s12-hybrid-token-combo","Druid Cards","The Black Knight

× 1","+4"
"Fun deathrattle hunter","http://www.hearthpwn.com/decks/202672-fun-deathrattle-hunter","Hunter Cards","Knife Juggler

× 2","+3"
"RomanP Traphunter [top2 legend]","http://www.hearthpwn.com/decks/87495-romanp-traphunter-top2-legend","Hunter Cards","Wolfrider

× 2","+12"
"My take on Randuin Wrynn.","http://www.hearthpwn.com/decks/157447-my-take-on-randuin-wrynn","Priest Cards","Dark Cultist

× 2","+3"
"Jack's Beanstalk","http://www.hearthpwn.com/decks/186859-jacks-beanstalk","Paladin Cards","Consecration

× 1","+6"
"PanDEMONium (A Primer for Zoolock)","http://www.hearthpwn.com/decks/36654-pandemonium-a-primer-for-zoolock","Warlock Cards","Dark Iron Dwarf

× 1","+5"
"[Legend]Crazy new paladin (70% winrate*)","http://www.hearthpwn.com/decks/191125-legend-crazy-new-paladin-70-winrate","null","Flying Machine

× 2","+3"
"Cheap Control Warrior","http://www.hearthpwn.com/decks/64692-cheap-control-warrior","Warrior Cards","Cruel Taskmaster

× 2","+7"
"[Brodos] GvG Control Paladin","http://www.hearthpwn.com/decks/144078-brodos-gvg-control-paladin","Paladin Cards","Equality

× 2","+57"
"[LEGEND] The Merovingian","http://www.hearthpwn.com/decks/180273-legend-the-merovingian","Mage Cards","Vaporize

× 1","+21"
"[AntiMeta] MoltenPally","http://www.hearthpwn.com/decks/199912-antimeta-moltenpally","Paladin Cards","Big Game Hunter

× 1","+7"
"Anduin's Booty","http://www.hearthpwn.com/decks/170009-anduins-booty","Priest Cards","Northshire Cleric

× 2","+3"
"Kel'thuzad Token Druid","http://www.hearthpwn.com/decks/186636-kelthuzad-token-druid","Druid Cards","Power of the Wild

× 2","+18"
"Undefeated Lancelot's Control Warrior","http://www.hearthpwn.com/decks/202652-undefeated-lancelots-control-warrior","Warrior Cards","Emperor Cobra

× 2","+3"
"[P4wnyhof] Meta Breacker Anti Aggro - New school Warrior - Video Guide","http://www.hearthpwn.com/decks/189956-p4wnyhof-meta-breacker-anti-aggro-new-school","Warrior Cards","Armorsmith

× 2","+11"
"priestarenarenarenarena","http://www.hearthpwn.com/decks/200063-priestarenarenarenarena","Priest Cards","Ancient Brewmaster

× 1","+4"
"Ek0p's ""Kolento Synergy Lock"" Mad Catz battleofthebest Invitationnal 1","http://www.hearthpwn.com/decks/186317-ek0ps-kolento-synergy-lock-mad-catz","Warlock Cards","Antique Healbot

× 2","+32"
"Legendeath","http://www.hearthpwn.com/decks/157912-legendeath","Druid Cards","Deathwing

× 1","+3"
"Savjz's Season 11 Miracle Rogue Deck!","http://www.hearthpwn.com/decks/186247-savjzs-season-11-miracle-rogue-deck","Rogue Cards","Sap

× 1","+3"
"(GvG)Elwal's Molten Mill","http://www.hearthpwn.com/decks/130944-gvg-elwals-molten-mill","Rogue Cards","Doomsayer

× 1","+7"
"Myztyrio's Control Mage","http://www.hearthpwn.com/decks/203165-myztyrios-control-mage","Mage Cards","Acolyte of Pain

× 1","+2"
"priestarenarenarenarena","http://www.hearthpwn.com/decks/200063-priestarenarenarenarena","Priest Cards","River Crocolisk

× 1","+4"
"GvG Midrange - Top 50 Legend","http://www.hearthpwn.com/decks/146876-gvg-midrange-top-50-legend","Shaman Cards","Zombie Chow

× 2","+14"
"FORSEN'S FREEZE MAGE (54 HP)","http://www.hearthpwn.com/decks/198806-forsens-freeze-mage-54-hp","Mage Cards","Ice Block

× 2","+5"
"Jaxfield's GVG Weaponlock","http://www.hearthpwn.com/decks/199759-jaxfields-gvg-weaponlock","Warlock Cards","Harrison Jones

× 1","+4"
"Combo Mech Rogue","http://www.hearthpwn.com/decks/185720-combo-mech-rogue","Rogue Cards","Blade Flurry

× 1","+3"
"Has to be Snakes! (S10 legend 70% win rate)","http://www.hearthpwn.com/decks/164006-has-to-be-snakes-s10-legend-70-win-rate","Hunter Cards","Snake Trap

× 2","+5"
"(STRONG LANGUAGE) FUCK YOU MECH MAGE","http://www.hearthpwn.com/decks/187357-strong-language-fuck-you-mech-mage","Warrior Cards","Unstable Ghoul

× 2","+7"
"Ancestor's Call - Malygod OTK","http://www.hearthpwn.com/decks/122381-ancestors-call-malygod-otk","Shaman Cards","Rockbiter Weapon

× 2","+4"
"[Spark] Battle Master (S10)","http://www.hearthpwn.com/decks/149350-spark-battle-master-s10","Paladin Cards","Quartermaster

× 2","+246"
"New Age Hobgoblin Zoo (Updated Daily)","http://www.hearthpwn.com/decks/200016-new-age-hobgoblin-zoo-updated-daily","Warlock Cards","Argent Squire

× 2","+16"
"SilentStorm's Druid - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200779-silentstorms-druid-esl-legendary-series-winter","Druid Cards","Azure Drake

× 2","+4"
"Max's Hunter - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200788-maxs-hunter-esl-legendary-series-winter-2014-2015","Hunter Cards","Ironbeak Owl

× 1","+3"
"Gaara's Pinnacle 3 Shaman Deck","http://www.hearthpwn.com/decks/201488-gaaras-pinnacle-3-shaman-deck","Shaman Cards","Gnomish Inventor

× 2","+16"
"Shrinkmeister Value","http://www.hearthpwn.com/decks/200803-shrinkmeister-value","Priest Cards","Shadow Madness

× 2","+4"
"[LEGEND] Secret Mage - Marchosias","http://www.hearthpwn.com/decks/202728-legend-secret-mage-marchosias","Mage Cards","Archmage Antonidas

× 1","+4"
"[SSD] Miracle Mech Shaman","http://www.hearthpwn.com/decks/195316-ssd-miracle-mech-shaman","Shaman Cards","Azure Drake

× 2","+3"
"*NEW META* Midrange/Aggro Mech Hunter","http://www.hearthpwn.com/decks/183817-new-meta-midrange-aggro-mech-hunter","Hunter Cards","Freezing Trap

× 2","+70"
"[Legend] Watcher Druid GvG","http://www.hearthpwn.com/decks/201568-legend-watcher-druid-gvg","Druid Cards","Loatheb

× 1","+45"
"[Public] Growth Shaman v1.3","http://www.hearthpwn.com/decks/110398-public-growth-shaman-v1-3","Shaman Cards","Bloodlust

× 1","+4"
"Trump Teachings Mage","http://www.hearthpwn.com/decks/190763-trump-teachings-mage","Mage Cards","Flamestrike

× 2","+4"
"(LEGEND) MIRROR ENTITY Mech Mage (New Meta)","http://www.hearthpwn.com/decks/159915-legend-mirror-entity-mech-mage-new-meta","Mage Cards","Frostbolt

× 2","+53"
"Death by Fatigue","http://www.hearthpwn.com/decks/191556-death-by-fatigue","Druid Cards","Naturalize

× 2","+3"
"[Budget] Painkillers","http://www.hearthpwn.com/decks/68404-budget-painkillers","Warrior Cards","Amani Berserker

× 2","+3"
"Freeze mage Magicamy [75% mage winrate ESL] with 2 ice block [RUSSIAN COMMENTS]","http://www.hearthpwn.com/decks/161283-freeze-mage-magicamy-75-mage-winrate-esl-with-2","Mage Cards","Blizzard

× 2","+15"
"[Legend] Jeanno's Great FW Taunt Druid","http://www.hearthpwn.com/decks/186017-legend-jeannos-great-fw-taunt-druid","Druid Cards","Ancient of Lore

× 2","+80"
"Tidesoftime Legendary Deck","http://www.hearthpwn.com/decks/190723-tidesoftime-legendary-deck","Priest Cards","Holy Nova

× 2","+14"
"Greed!","http://www.hearthpwn.com/decks/185564-greed","Priest Cards","Holy Nova

× 1","+8"
"[RANK 3] Cutthroat Sea Snake","http://www.hearthpwn.com/decks/201448-rank-3-cutthroat-sea-snake","Hunter Cards","Freezing Trap

× 1","+3"
"Forged's Song of War","http://www.hearthpwn.com/decks/185750-forgeds-song-of-war","Warrior Cards","Fiery War Axe

× 2","+3"
"Mystery Mage: super cheap aggro-ish mage deck","http://www.hearthpwn.com/decks/114619-mystery-mage-super-cheap-aggro-ish-mage-deck","Mage Cards","Loatheb

× 1","+3"
